398888,四,3
398875,一,5
398889,四,5
398876,四,3
398877,四,5
398886,一,5
398887,一,7
398878,一,5
398884,一,5
398885,一,7
398882,二,5
398883,二,7
398893,二,5
398895,二,5
398879,四,1
398892,二,3
398891,一,7
398890,一,5
398881,一,7
398880,一,5
